o2cho              2   436.000     3.970     0.000     0.000     2.000 ! wjp
ho2cho             2   436.000     3.970     0.000     0.000     2.000 ! wjp
ocho               2   498.000     3.590     0.000     0.000     2.000 ! wjp
oh*           1    80.000     2.750     0.000     0.000     0.000  !same as OH
ch                 1    80.000     2.750     0.000     0.000     0.000
c2h                1   265.300     3.721     0.000     0.000     2.500 ! nmm
c                  0    71.400     3.298     0.000     0.000     0.000 ! *
ch*                1    80.000     2.750     0.000     0.000     0.000!wkm
hoch2o             2   470.600     4.410     0.000     0.000     1.500 ! wjp
hocho              2   436.000     3.970     0.000     0.000     2.000 ! wjp
och2o2h            2   481.800     3.626     1.7       0.000     1.000 ! wjp: ch3oh
hoch2o2            2   481.800     3.626     1.7       0.000     1.000 ! wjp: ch3oh
hcoh               2   498.000     3.590     0.000     0.000     1.000
ch3o2              2   481.800     3.626     0.000     0.000     1.000 ! wjp
ch3o2h             2   481.800     3.626     0.000     0.000     1.000 ! wjp
ch2(s)             1   144.000     3.800     0.000     0.000     0.000
hoch2o2h           2   481.800     3.626     1.7       0.000     1.000 ! wjp: ch3oh
c3h5o              2   411.000     4.820     0.000     0.000     1.000 ! nmm
c2h3cho               2   428.8   4.958   2.9 0.0 1.0 !   wjp: TcPc acrolein, Poling, 4th Ed.
c2h3co             2   443.200     4.120     0.000     0.000     1.000 ! nmm
ch2cho             2   436.000     3.970     0.000     0.000     2.000
ch2                1   144.000     3.800     0.000     0.000     0.000
c2h5o2             2   470.600     4.410     0.000     0.000     1.500 ! wjp    
c2h5o              2   470.600     4.410     0.000     0.000     1.500 ! nmm
nc4h9cho              2   476.0   5.778   2.6 0.0 1.0 !   TcPc, Poling, 4th Ed.
nc4h9co               2   476.0   5.778   2.6 0.0 1.0 !   wjp
c4h8                         2   355.000     4.650     0.000     0.000     1.000 ! nmm
ic4h8                        2   344.5       5.089     0.5       0.0       1.0 
ic4h7                        2   355.0       4.650     0.0       0.0       1.000 
tc4h9oh                      2   620.840     2.370     1.670     8.880     1.000 
tc4h8oh                      2   620.840     2.370     1.670     8.880     1.000 
tc4h8oho2                    2   620.840     2.370     1.670     8.880     1.000 
tc4h7ohooh                   2   620.840     2.370     1.670     8.880     1.000 
tc4h7ohooho2                 2   620.840     2.370     1.670     8.880     1.000 
tc4ohket                     2   620.840     2.370     1.670     8.880     1.000 
ic4h9oh                      2   641.920     2.400     1.670     8.880     1.000
ic4h8oh                      2   641.920     2.400     1.670     8.880     1.000
ic4h8oho2                    2   641.920     2.400     1.670     8.880     1.000
ic4h7ohooh                   2   641.920     2.400     1.670     8.880     1.000
ic4h7ohooho2                 2   641.920     2.400     1.670     8.880     1.000
ic4ohket                     2   641.920     2.400     1.670     8.880     1.000
ch3chchoh                    2   496.000     5.200     0.000     0.000     1.000
c2h5cho                      2   435.200     4.662     2.700     0.000     1.000
c2h5co                       2   424.600     4.820     0.000     0.000     1.000
ch3cho                       2   436.000     3.970     0.000     0.000     2.000
ch3co                        2   436.000     3.970     0.000     0.000     2.000
c2h3oh                       2   384.335     4.927     0.000     0.000     1.000 
ch3coch2                     2   435.500     4.860     0.000     0.000     1.000 
ch3co                        2   436.000     3.970     0.000     0.000     2.000
sc4h9oh                      2   641.920     2.400     1.670     8.880     1.000
sc4h8oh                      2   641.920     2.400     1.670     8.880     1.000
sc4h8oho2                    2   641.920     2.400     1.670     8.880     1.000
sc4h7ohooh                   2   641.920     2.400     1.670     8.880     1.000
