!!! LIB electrolyte surrogate model !!!
!K. Kanayama, C.M. Grégoire, S.P. Cooper, E.L. Petersen, O. Mathieu, K. Maruta, H. Nakamura, Shock Tube Experiments and Chemical Kinetic Modeling of Oxidation of Ethylene Carbonate: A Lithium-Ion Battery Electrolyte Surrogate Model, submitted to Combust. Flame (2023).
!
TRANSPORT
AR 0 127.697 3.462 0.0 1.609 2.0
N2 1 97.839 3.61 0.0 1.756 4.0
HE 0 11.442 2.715 0.0 0.204 2.0
H2 1 304.69 2.19 0.0 0.775 280.0
H 0 541.672 1.53 0.0 0.666 0.0
O2 1 676.424 3.069 0.0 1.487 3.8
O 0 235.686 2.485 0.0 0.744 0.0
H2O 2 637.056 2.943 1.851 1.407 4.0
OH 1 514.598 2.582 1.635 1.077 0.0
OHV 1 80.0 2.75 0.0 0.0 0.0
H2O2 2 1361.148 3.179 1.702 2.239 3.8
HO2 2 963.003 3.129 2.146 1.959 3.8
HOCO 2 498.0 3.59 0.0 0.0 2.0
CO 1 98.1 3.65 0.0 1.95 1.8
CO2 1 244.0 3.763 0.0 2.65 2.1
CH3O2H 2 481.8 3.626 0.0 0.0 1.0
CH3O2 2 481.8 3.626 0.0 0.0 1.0
CH2O2H 2 238.4 3.496 0.0 0.0 1.5
CH4 2 141.4 3.746 0.0 2.6 13.0
CH3 1 144.0 3.8 0.0 0.0 0.0
CH2 1 144.0 3.8 0.0 0.0 0.0
CH2(S) 1 144.0 3.8 0.0 0.0 0.0
C 0 71.4 3.298 0.0 0.0 0.0
CH 1 80.0 2.75 0.0 0.0 0.0
CHV 1 80.0 2.75 0.0 0.0 0.0
CH3OH 2 481.8 3.626 0.0 0.0 1.0
CH3O 2 417.0 3.69 1.7 0.0 2.0
CH2OH 2 417.0 3.69 1.7 0.0 2.0
HO2CHO 2 436.0 3.97 0.0 0.0 2.0
HOCH2O2H 2 481.8 3.626 1.7 0.0 1.0
HOCH2O2 2 481.8 3.626 1.7 0.0 1.0
OCH2O2H 2 481.8 3.626 1.7 0.0 1.0
HOCH2O 2 470.6 4.41 0.0 0.0 1.5
O2CHO 2 436.0 3.97 0.0 0.0 2.0
HOCHO 2 436.0 3.97 0.0 0.0 2.0
OCHO 2 498.0 3.59 0.0 0.0 2.0
CH2O 2 498.0 3.59 0.0 0.0 2.0
HCO 2 498.0 3.59 0.0 0.0 0.0
HCOH 2 498.0 3.59 0.0 0.0 1.0
C2H5O2H 2 470.6 4.41 0.0 0.0 1.5
C2H5O2 2 470.6 4.41 0.0 0.0 1.5
C2H6 2 247.5 4.35 0.0 0.0 1.5
C2H5 2 247.5 4.35 0.0 0.0 1.5
CHOCHO 1 440.2 4.01 0.0 0.0 2.0
C2H3OOH 2 436.0 3.97 0.0 0.0 2.0
C2H3OO 2 436.0 3.97 0.0 0.0 2.0
CHCHO 2 436.0 3.97 0.0 0.0 2.0
C2H4 2 238.4 3.496 0.0 0.0 1.5
C2H3 2 265.3 3.721 0.0 0.0 1.0
C2O 1 232.4 3.828 0.0 0.0 1.0
C2H2 1 265.3 3.721 0.0 0.0 2.5
C2H 1 265.3 3.721 0.0 0.0 2.5
H2CC 2 209.0 4.1 0.0 0.0 2.5
C2 1 97.53 3.621 0.0 1.76 4.0
O2C2H4OH 2 523.2 5.664 1.7 0.0 1.0
C2H4O2H 2 470.6 4.41 0.0 0.0 1.5
C2H4O1-2 2 436.0 3.97 0.0 0.0 2.0
C2H3O1-2 2 436.0 3.97 0.0 0.0 2.0
C2H5OH 2 470.6 4.41 0.0 0.0 1.5
C2H5O 2 470.6 4.41 0.0 0.0 1.5
PC2H4OH 2 470.6 4.41 0.0 0.0 1.5
SC2H4OH 2 470.6 4.41 0.0 0.0 1.5
O2CH2CHO 2 275.049 5.428 0.0 0.0 1.0
HO2CH2CO 2 279.007 5.505 1.3 0.0 1.0
CH2CO2 2 899.0 5.64 0.0 0.0 0.0
CH3CHO 2 436.0 3.97 0.0 0.0 2.0
CH3CO 2 436.0 3.97 0.0 0.0 2.0
CH2CHO 2 436.0 3.97 0.0 0.0 2.0
C2H3OH 2 470.6 4.41 0.0 0.0 1.5
C2H2OH 2 224.7 4.162 0.0 0.0 1.0
SC2H2OH 2 436.0 3.97 0.0 0.0 2.0
CH2CO 2 436.0 3.97 0.0 0.0 2.0
HCCO 2 150.0 2.5 0.0 0.0 1.0
HCCOH 2 436.0 3.97 0.0 0.0 2.0
CH2COOH 2 784.947 4.04 1.3 0.0 1.0
CH3COH 2 470.6 4.41 0.0 0.0 1.5
CH3CO3H 2 436.0 3.97 0.0 0.0 2.0
CH3CO3 2 436.0 3.97 0.0 0.0 2.0
CH3CO2 2 436.0 3.97 0.0 0.0 2.0
CH3OCH2O2H 2 395.0 4.037 1.3 0.0 1.0
CH3OCH2O2 2 395.0 4.037 1.3 0.0 1.0
CH2OCH2O2H 2 395.0 4.037 1.3 0.0 1.0
O2CH2OCH2O2H 2 395.0 4.037 1.3 0.0 1.0
HO2CH2OCHO 2 395.0 4.037 1.3 0.0 1.0
OCH2OCHO 2 395.0 4.037 1.3 0.0 1.0
HOCH2OCO 2 395.0 4.037 1.3 0.0 1.0
CH3OCH2OH 2 405.54 5.69 0.0 0.0 1.0
CH3OCH2O 2 395.0 4.037 1.3 0.0 1.0
CH3OCH3 2 395.0 4.037 1.3 0.0 1.0
CH3OCH2 2 395.0 4.037 1.3 0.0 1.0
CH3OCHO 2 395.0 4.037 1.3 0.0 1.0
CH3OCO 2 395.0 4.037 1.3 0.0 1.0
CH2OCHO 2 395.0 4.037 1.3 0.0 1.0
