!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!                      Ignition characteristics of 2-methyltetrahydrofuran: An experimantal and kinetic study                                               !!
!!        Rupali Tripathi (a), Changyoul Lee (b,c), Ravi X. Fernandes (b,d), Herbert Olivier (e), Henry J. Curran (c), S. Mani Sarathy (f), Heinz Pitsch (a) !!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!!
!!2-MTHF trans file
!!!
#SpecName      Dummy     eps/k     sigma     Dummy     Dummy     Dummy
CH3CHO             0   436.000     3.970     0.000     0.000     0.000
H2C2               0   209.000     4.100     0.000     0.000     0.000
C2H5O              0   470.600     4.410     0.000     0.000     0.000
NXC3H7             0   266.800     4.982     0.000     0.000     0.000
C2H6               0   252.300     4.302     0.000     0.000     0.000
C3H8               0   266.800     4.982     0.000     0.000     0.000
C3H6               0   266.800     4.982     0.000     0.000     0.000
C3H3               0   252.000     4.760     0.000     0.000     0.000
PXC3H4             0   252.000     4.760     0.000     0.000     0.000
AXC3H4             0   252.000     4.760     0.000     0.000     0.000
SXC3H5             0   266.800     4.982     0.000     0.000     0.000
NXC4H3             0   357.000     5.180     0.000     0.000     0.000
C2H3CHO            0   428.800     4.958     0.000     0.000     0.000
AXC3H5             0   266.800     4.982     0.000     0.000     0.000
C2O                0   232.400     3.828     0.000     0.000     0.000
C4H4               0   357.000     5.180     0.000     0.000     0.000
C3H2               0   209.000     4.100     0.000     0.000     0.000
C3H2O              0   252.000     4.760     0.000     0.000     0.000
C4H2               0   357.000     5.180     0.000     0.000     0.000
IXC4H3             0   357.000     5.180     0.000     0.000     0.000
TXC3H5             0   266.800     4.982     0.000     0.000     0.000
C3H5O              0   411.000     4.820     0.000     0.000     0.000
C4H                0   357.000     5.180     0.000     0.000     0.000
C8H2               0   495.300     5.680     0.000     0.000     0.000
C6H2               0   495.300     5.680     0.000     0.000     0.000
C4H6               0   357.000     5.180     0.000     0.000     0.000
NXC4H5             0   357.000     5.180     0.000     0.000     0.000
IXC4H5             0   357.000     5.180     0.000     0.000     0.000
A1XC6H6            0   464.800     5.290     0.000     0.000     0.000
OCHO               0   481.800     3.626     0.000     0.000     0.000
HOCHO              0   481.800     3.626     0.000     0.000     0.000
HOCH2O             0   481.800     3.626     0.000     0.000     0.000
CH3O2H             0   481.800     3.626     0.000     0.000     0.000
O2CHO              0   403.204     4.792     0.000     0.000     0.000
HO2CHO             0   407.054     4.818     0.000     0.000     0.000
C2H4O2H            0   403.365     4.793     0.000     0.000     0.000
C2H3O1X2           0   329.328     4.271     0.000     0.000     0.000
CH3CO              0   329.328     4.271     0.000     0.000     0.000
C2H4OH             0   470.600     4.410     0.000     0.000     0.000
CH3CO2             0   395.000     4.037     0.000     0.000     0.000
C2H5O2             0   403.365     4.793     0.000     0.000     0.000
CH3CO3             0   454.613     5.131     0.000     0.000     0.000
CH3CO3H            0   458.145     5.153     0.000     0.000     0.000
HOC2H4O2           0   443.200     4.120     0.000     0.000     0.000
C2H5OH             0   470.600     4.410     0.000     0.000     0.000
CH3CHOH            0   470.600     4.410     0.000     0.000     0.000
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
C2H3CO             0   443.200     4.120     0.000     0.000     0.000
PXC4H9             0   352.000     5.240     0.000     0.000     0.000
CH3COCH2           0   435.500     4.860     0.000     0.000     0.000
CH3CHCO            0   443.200     4.120     0.000     0.000     0.000
SXC4H9             0   352.000     5.240     0.000     0.000     0.000
CH3COCH3           0   435.500     4.860     0.000     0.000     0.000
CH2CHCHCHO           0   433.294     4.992     0.000     0.000     0.000
C4H7O              0   496.000     5.200     0.000     0.000     0.000
AXC3H5CHO           0   436.950     5.016     0.000     0.000     0.000
C2H3CHCHO           0   433.294     4.992     0.000     0.000     0.000
C2H3COCH3           0   436.950     5.016     0.000     0.000     0.000
SXC3H5CHO           0   436.950     5.016     0.000     0.000     0.000
CYCCC*CO         2   436.964     5.089     0.000     0.000     1.000
HCOHCO           2   391.659     4.779     0.000     0.000     1.000
CYC3H5(CHO)      2   436.964     5.089     0.000     0.000     1.000
CYCCCJCO         2   440.598     5.113     0.000     0.000     1.000
MTHF21OOJ          2   321.340     6.204     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 659.185K PC=  49.593BAR VC= 314.500CM3/MOL TB= 470.630K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF22OOJ          2   335.441     6.058     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 667.348K PC=  52.893BAR VC= 312.500CM3/MOL TB= 470.870K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSH3R)
MTHF23OOJ          2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSH3R)
MTHF24OOJ          2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF25OOJ          2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ETHER, ALCOHOL)
MTHF21OJ           2   329.054     6.015     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 637.658K PC=  50.802BAR VC= 296.500CM3/MOL TB= 448.210K	(ALCOHOL, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF22OJ           2   343.589     5.874     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 646.092K PC=  54.225BAR VC= 294.500CM3/MOL TB= 448.450K	(CSH3R, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, ALCOHOL)
MTHF23OJ           2   333.823     6.064     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 632.600K PC=  48.494BAR VC= 295.500CM3/MOL TB= 443.540K	(CSH3R, CSRINGHR3, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, ALCOHOL)
MTHF24OJ           2   333.823     6.064     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 632.600K PC=  48.494BAR VC= 295.500CM3/MOL TB= 443.540K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ALCOHOL)
MTHF25OJ           2   333.823     6.064     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 632.600K PC=  48.494BAR VC= 295.500CM3/MOL TB= 443.540K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ALCOHOL)
MTHF21OOH2J        2   321.340     6.204     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 659.185K PC=  49.593BAR VC= 314.500CM3/MOL TB= 470.630K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF21OOH3J        2   321.340     6.204     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 659.185K PC=  49.593BAR VC= 314.500CM3/MOL TB= 470.630K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF21OOH4J        2   321.340     6.204     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 659.185K PC=  49.593BAR VC= 314.500CM3/MOL TB= 470.630K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF21OOH5J        2   321.340     6.204     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 659.185K PC=  49.593BAR VC= 314.500CM3/MOL TB= 470.630K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF22OOH1J        2   335.441     6.058     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 667.348K PC=  52.893BAR VC= 312.500CM3/MOL TB= 470.870K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSH3R)
MTHF22OOH3J        2   335.441     6.058     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 667.348K PC=  52.893BAR VC= 312.500CM3/MOL TB= 470.870K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSH3R)
MTHF22OOH4J        2   335.441     6.058     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 667.348K PC=  52.893BAR VC= 312.500CM3/MOL TB= 470.870K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSH3R)
MTHF22OOH5J        2   335.441     6.058     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 667.348K PC=  52.893BAR VC= 312.500CM3/MOL TB= 470.870K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSH3R)
MTHF23OOH1J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSH3R)
MTHF23OOH2J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSH3R)
MTHF23OOH4J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSH3R)
MTHF23OOH5J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSH3R)
MTHF24OOH1J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF24OOH2J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF24OOH3J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF24OOH5J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF25OOH1J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ETHER, ALCOHOL)
MTHF25OOH2J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ETHER, ALCOHOL)
MTHF25OOH3J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ETHER, ALCOHOL)
MTHF25OOH4J        2   326.425     6.253     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  47.366BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ETHER, ALCOHOL)
MTHF21OOH          2   325.568     6.280     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 659.185K PC=  47.431BAR VC= 314.500CM3/MOL TB= 470.630K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF22OOH          2   339.780     6.135     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 667.348K PC=  50.514BAR VC= 312.500CM3/MOL TB= 470.870K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSH3R)
MTHF23OOH          2   330.582     6.328     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  45.347BAR VC= 313.500CM3/MOL TB= 465.960K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSH3R)
MTHF24OOH          2   330.582     6.328     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  45.347BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF25OOH          2   330.582     6.328     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 654.178K PC=  45.347BAR VC= 313.500CM3/MOL TB= 465.960K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ETHER, ALCOHOL)
MTHF2O1-2          2   406.370     5.476     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 608.515K PC=  54.627BAR VC= 262.500CM3/MOL TB= 390.360K	(CSRINGH2R2, ETHER_RING, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF2O1-3          2   392.805     5.646     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 593.060K PC=  48.834BAR VC= 263.500CM3/MOL TB= 385.450K	(CSRINGH2R2, ETHER_RING, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSRINGHR3)
MTHF2O1-4          2   392.805     5.646     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 593.060K PC=  48.834BAR VC= 263.500CM3/MOL TB= 385.450K	(CSRINGH2R2, ETHER_RING, CSRINGHR3, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSRINGH2R2)
MTHF2O1-5          2   392.805     5.646     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 593.060K PC=  48.834BAR VC= 263.500CM3/MOL TB= 385.450K	(CSRINGH2R2, ETHER_RING, CSRINGHR3, ETHER_RING, CSRINGHR3, CSRINGH2R2, CSRINGH2R2)
MTHF2O2-3          2   392.968     5.576     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 589.765K PC=  50.228BAR VC= 269.500CM3/MOL TB= 381.420K	(CSH3R, CSRINGR4, ETHER_RING, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
MTHF2O2-4          2   392.968     5.576     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 589.765K PC=  50.228BAR VC= 269.500CM3/MOL TB= 381.420K	(CSH3R, CSRINGR4, ETHER_RING, CSRINGHR3, CSRINGH2R2, ETHER_RING, CSRINGH2R2)
MTHF2O2-5          2   392.968     5.576     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 589.765K PC=  50.228BAR VC= 269.500CM3/MOL TB= 381.420K	(CSH3R, CSRINGR4, ETHER_RING, CSRINGHR3, ETHER_RING, CSRINGH2R2, CSRINGH2R2)
MTHF2O3-4          2   379.775     5.740     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 574.788K PC=  45.104BAR VC= 270.500CM3/MOL TB= 376.510K	(CSH3R, CSRINGHR3, CSRINGHR3, ETHER_RING, CSRINGHR3, CSRINGH2R2, ETHER_RING)
MTHF2O3-5          2   379.775     5.740     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 574.788K PC=  45.104BAR VC= 270.500CM3/MOL TB= 376.510K	(CSH3R, CSRINGHR3, CSRINGHR3, ETHER_RING, CSRINGHR3, ETHER_RING, CSRINGH2R2)
MTHF2O4-5          2   379.775     5.740     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 574.788K PC=  45.104BAR VC= 270.500CM3/MOL TB= 376.510K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, ETHER_RING, CSRINGHR3, ETHER_RING)
C*CCOCOCH3         2   358.660     5.991     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 546.412K PC=  37.870BAR VC= 302.500CM3/MOL TB= 364.350K	(CDH2R, CDHR2, CSH2R2, ESTER_OCENTERED1, KETONE_CCENTERED, KETONE_OCENTERED, CSH3R)
C*COC(C)CHO        2   350.013     6.032     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 562.454K PC=  39.506BAR VC= 325.500CM3/MOL TB= 381.120K	(CDH2R, CDHR2, ETHER, CSHR3, ALDEHYDE_CCENTERED, ALDEHYDE_OCENTERED, CSH3R)
C*C(C)OCCHO        2   348.687     6.042     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 562.122K PC=  39.357BAR VC= 332.500CM3/MOL TB= 381.440K	(CDH2R, CDR3, CSH3R, ETHER, CSH2R2, ALDEHYDE_CCENTERED, ALDEHYDE_OCENTERED)
C*CC(C)OCHO        2   350.013     6.032     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 562.454K PC=  39.506BAR VC= 325.500CM3/MOL TB= 381.120K	(CDH2R, CDHR2, CSHR3, ETHER, ALDEHYDE_CCENTERED, ALDEHYDE_OCENTERED, CSH3R)
MTHF21OOH2O2       2   249.906     6.708     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 770.094K PC=  59.172BAR VC= 349.500CM3/MOL TB= 585.470K	(ALCOHOL, ETHER, CSH2R2, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF21OOH3O2       2   246.654     6.937     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 758.898K PC=  52.663BAR VC= 350.500CM3/MOL TB= 580.560K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF21OOH4O2       2   246.654     6.937     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 758.898K PC=  52.663BAR VC= 350.500CM3/MOL TB= 580.560K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF21OOH5O2       2   246.654     6.937     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 758.898K PC=  52.663BAR VC= 350.500CM3/MOL TB= 580.560K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ETHER, ALCOHOL)
MTHF22OOH1O2       2   249.906     6.708     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 770.094K PC=  59.172BAR VC= 349.500CM3/MOL TB= 585.470K	(ALCOHOL, ETHER, CSH2R2, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF22OOH3O2       2   256.079     6.763     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 765.203K PC=  56.278BAR VC= 348.500CM3/MOL TB= 580.800K	(ALCOHOL, ETHER, CSRINGR4, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSH3R, ETHER, ALCOHOL)
MTHF22OOH4O2       2   256.079     6.763     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 765.203K PC=  56.278BAR VC= 348.500CM3/MOL TB= 580.800K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, CSH3R, ETHER, ALCOHOL)
MTHF22OOH5O2       2   256.079     6.763     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 765.203K PC=  56.278BAR VC= 348.500CM3/MOL TB= 580.800K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, CSH3R, ETHER, ALCOHOL)
MTHF23OOH1O2       2   246.654     6.937     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 758.898K PC=  52.663BAR VC= 350.500CM3/MOL TB= 580.560K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF23OOH2O2       2   256.079     6.763     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 765.203K PC=  56.278BAR VC= 348.500CM3/MOL TB= 580.800K	(ALCOHOL, ETHER, CSRINGR4, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, CSH3R, ETHER, ALCOHOL)
MTHF23OOH4O2       2   252.487     6.989     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 753.966K PC=  50.228BAR VC= 349.500CM3/MOL TB= 575.890K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGHR3, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSH3R, ETHER, ALCOHOL)
