!**********************************************************************************************************************************************************************************
!Reaction Mechanism of ethylcyclohexane in CHEMKIN format                                                                                                                         *
!Title:   Kinetics of ethylcyclohexane pyrolysis and oxidation: An experimental and detailed kinetic modeling study                                                               *
!Authors: Zhandong Wang, Long Zhao, Yu Wang, Huiting Bian, Lidong Zhang, Feng Zhang, Yuyang Li, S. Mani Sarathy, Fei Qi                                                           *
!Address: National Synchrotron Radiation Laboratory, University of Science and Technology of China, Hefei, Anhui 230029, P. R. China                                              *
!Address: Clean Combustion Research Center, King Abdullah University of Science and Technology, Thuwal, 23955-6900, Saudi Arabia                                                  *
!Address: Key Laboratory for Power Machinery and Engineering of M. O. E., Shanghai Jiao Tong University, Shanghai 200240, P. R. China                                             *
!Corresponding author: Key Laboratory for Power Machinery and Engineering of M. O. E., Shanghai Jiao Tong University, Shanghai 200240, P. R. China, E-mail: fqi@sjtu.edu.cn (FQ)  *
!**********************************************************************************************************************************************************************************

!Be aware that the file requires CHEMKIN 4.1 or higher to run.

!Transport Data

!############### From JetSurF 2.0 except for specific description ###############

AR                 0   136.500     3.330     0.000     0.000     0.000  
N2                 1    97.530     3.621     0.000     1.760     4.000
HE                 0    10.200     2.576     0.000     0.000     0.000  ! *
H                  0   145.000     2.050     0.000     0.000     0.000    
H2                 1    38.000     2.920     0.000     0.790   280.000    
O                  0    80.000     2.750     0.000     0.000     0.000    
H2O                2   572.400     2.605     1.844     0.000     4.000    
OH                 1    80.000     2.750     0.000     0.000     0.000    
HO2                2   107.400     3.458     0.000     0.000     1.000  ! *  
O2                 1   107.400     3.458     0.000     1.600     3.800    
H2O2               2   107.400     3.458     0.000     0.000     3.800    
C                  0    71.400     3.298     0.000     0.000     0.000  ! * 
CH                 1    80.000     2.750     0.000     0.000     0.000  
CH2                1   144.000     3.800     0.000     0.000     0.000           
CH2*               1   144.000     3.800     0.000     0.000     0.000           
CH3                1   144.000     3.800     0.000     0.000     0.000           
CH4                2   141.400     3.746     0.000     2.600    13.000        
HCO                2   498.000     3.590     0.000     0.000     0.000  
CO                 1    98.100     3.650     0.000     1.950     1.800  
CO2                1   244.000     3.763     0.000     2.650     2.100  
CH3OH              2   481.800     3.626     0.000     0.000     1.000  ! SVE 
CH2O               2   498.000     3.590     0.000     0.000     2.000    
CH3O               2   417.000     3.690     1.700     0.000     2.000    
CH2OH              2   417.000     3.690     1.700     0.000     2.000          
C2H                1   209.000     4.100     0.000     0.000     2.500           
C2H2               1   209.000     4.100     0.000     0.000     2.500           
H2CC               2   209.000     4.100     0.000     0.000     2.500    
C2H3               2   209.000     4.100     0.000     0.000     1.000  ! *      
C2H4               2   280.800     3.971     0.000     0.000     1.500          
C2H5               2   252.300     4.302     0.000     0.000     1.500          
C2H6               2   252.300     4.302     0.000     0.000     1.500       
CH3CHO             2   436.000     3.970     0.000     0.000     2.000  
CH2CO              2   436.000     3.970     0.000     0.000     2.000  
HCCO               2   150.000     2.500     0.000     0.000     1.000  ! * 
C2O                1   232.400     3.828     0.000     0.000     1.000  ! *
HCCOH              2   436.000     3.970     0.000     0.000     2.000    
CH2CHO             2   436.000     3.970     0.000     0.000     2.000    
CH3CO              2   436.000     3.970     0.000     0.000     2.000    
CH2OCH2            1   252.000     4.760     0.000     0.000     1.000    
CH2OCH             1   252.000     4.760     0.000     0.000     1.000    
C3H2               2   209.000     4.100     0.000     0.000     1.000  ! *      
C3H3               2   252.000     4.760     0.000     0.000     1.000  ! JAM    
aC3H4              1   252.000     4.760     0.000     0.000     1.000           
pC3H4              1   252.000     4.760     0.000     0.000     1.000  
aC3H5              2   266.800     4.982     0.000     0.000     1.000
CH3CCH2            2   266.800     4.982     0.000     0.000     1.000
CH3CHCH            2   266.800     4.982     0.000     0.000     1.000
C3H6               2   266.800     4.982     0.000     0.000     1.000
nC3H7              2   266.800     4.982     0.000     0.000     1.000
iC3H7              2   266.800     4.982     0.000     0.000     1.000
C3H8               2   266.800     4.982     0.000     0.000     1.000
C2H3CHO            2   357.000     5.176     0.000     0.000     1.000
CH2CHCO            1   357.000     5.180     0.000     0.000     1.000
CH3CH2CHO          1   252.000     4.760     0.000     0.000     1.000
CH3CHOCH2          1   357.000     5.180     0.000     0.000     1.000
CH3COCH3           2   357.000     5.176     0.000     0.000     1.000
C4H                1   357.000     5.180     0.000     0.000     1.000
C4H2               1   357.000     5.180     0.000     0.000     1.000
nC4H3              2   357.000     5.180     0.000     0.000     1.000  ! JAM    
iC4H3              2   357.000     5.180     0.000     0.000     1.000  ! JAM  
C4H4               2   357.000     5.180     0.000     0.000     1.000  ! JAM    
nC4H5              2   357.000     5.180     0.000     0.000     1.000  ! JAM    
iC4H5              2   357.000     5.180     0.000     0.000     1.000  ! JAM    
C4H5-2             2   357.000     5.180     0.000     0.000     1.000  !
c-C4H5             2   329         5.1       0.0       0.0       1.0    
C4H6               2   357.000     5.180     0.000     0.000     1.000  
C4H612             2   357.000     5.180     0.000     0.000     1.000          
C4H6-2             2   357.000     5.180     0.000     0.000     1.000  
C4H6O2H            2   357.000     5.180     0.000     0.000     1.000  ! =C4H6
HOC4H6             2   357.000     5.180     0.000     0.000     1.000  ! =C4H6 
C4H6O              2   357.000     5.180     0.000     0.000     1.000  ! =C4H6 
C4H5O              2   357.000     5.180     0.000     0.000     1.000  ! =C4H6  
