C2H4            				2   238.400     3.496     0.000     0.000     1.500
C2H3            				2   265.300     3.721     0.000     0.000     1.000
CHOCHO          				1   440.200     4.010     0.000     0.000     2.000
C2H3OOH         				2   436.000     3.970     0.000     0.000     2.000
C2H3OO          				2   436.000     3.970     0.000     0.000     2.000
CHCHO           				2   436.000     3.970     0.000     0.000     2.000
C2H2            				1   265.300     3.721     0.000     0.000     2.500
C2H             				1   265.300     3.721     0.000     0.000     2.500
H2CC            				2   209.000     4.100     0.000     0.000     2.500
C2H5OH          				2   470.600     4.410     0.000     0.000     1.500
C2H5O           				2   470.600     4.410     0.000     0.000     1.500
PC2H4OH         				2   470.600     4.410     0.000     0.000     1.500
SC2H4OH         				2   470.600     4.410     0.000     0.000     1.500
O2C2H4OH        				2   523.200     5.664     1.700     0.000     1.000
C2H4O2H         				2   470.600     4.410     0.000     0.000     1.500
C2H4O1-2        				2   436.000     3.970     0.000     0.000     2.000
C2H3O1-2        				2   436.000     3.970     0.000     0.000     2.000
CH3CHO          				2   436.000     3.970     0.000     0.000     2.000
CH3CO           				2   436.000     3.970     0.000     0.000     2.000
CH2CHO          				2   436.000     3.970     0.000     0.000     2.000
O2CH2CHO        				2   275.049     5.428     0.000     0.000     1.000
HO2CH2CO        				2   279.007     5.505     1.300     0.000     1.000
C2H3OH          				2   470.600     4.410     0.000     0.000     1.500
C2H2OH          				2   224.700     4.162     0.000     0.000     1.000
CH2CO           				2   436.000     3.970     0.000     0.000     2.000
HCCO            				2   150.000     2.500     0.000     0.000     1.000
HCCOH           				2   436.000     3.970     0.000     0.000     2.000
CH3CO3H         				2   436.000     3.970     0.000     0.000     2.000
CH3CO3          				2   436.000     3.970     0.000     0.000     2.000
CH3CO2          				2   436.000     3.970     0.000     0.000     2.000
CH3OCH3         				2   395.000     4.037     1.300     0.000     1.000
CH3OCH2         				2   395.000     4.037     1.300     0.000     1.000
CH3OCH2O2H      				2   395.000     4.037     1.300     0.000     1.000
CH3OCH2O2       				2   395.000     4.037     1.300     0.000     1.000
CH2OCH2O2H      				2   395.000     4.037     1.300     0.000     1.000
O2CH2OCH2O2H    				2   395.000     4.037     1.300     0.000     1.000
HO2CH2OCHO      				2   395.000     4.037     1.300     0.000     1.000
OCH2OCHO        				2   395.000     4.037     1.300     0.000     1.000
HOCH2OCO        				2   395.000     4.037     1.300     0.000     1.000
CH3OCH2O        				2   395.000     4.037     1.300     0.000     1.000
CH3OCHO         				2   395.000     4.037     1.300     0.000     1.000
CH3OCO          				2   395.000     4.037     1.300     0.000     1.000
CH2OCHO         				2   395.000     4.037     1.300     0.000     1.000
C3H8            				2   303.400     4.810     0.000     0.000     1.000
IC3H7           				2   303.400     4.810     0.000     0.000     1.000
NC3H7           				2   303.400     4.810     0.000     0.000     1.000
NC3H7O2H        				2   481.500     4.997     1.700     0.000     1.000
NC3H7O2         				2   481.500     4.997     1.700     0.000     1.000
IC3H7O2H        				2   459.500     5.036     1.700     0.000     1.000
IC3H7O2         				2   459.500     5.036     1.700     0.000     1.000
NC3H7O          				2   481.500     4.997     1.700     0.000     1.000
IC3H7O          				2   459.500     5.036     1.700     0.000     1.000
C3H6OOH1-2      				2   435.200     4.662     2.700     0.000     1.000
C3H6OOH1-3      				2   435.200     4.662     2.700     0.000     1.000
C3H6OOH2-1      				2   435.200     4.662     2.700     0.000     1.000
C3H6OOH1-2O2    				2   435.200     4.662     2.700     0.000     1.000
C3H6OOH1-3O2    				2   435.200     4.662     2.700     0.000     1.000
C3H6OOH2-1O2    				2   435.200     4.662     2.700     0.000     1.000
C3KET12         				2   464.200     5.009     2.600     0.000     1.000
C3KET13         				2   464.200     5.009     2.600     0.000     1.000
C3H51-2,3OOH    				2   549.655     5.716     0.000     0.000     0.000
C3H52-1,3OOH    				2   549.655     5.716     0.000     0.000     0.000
C3H5O1-2OOH-3   				2   464.200     5.009     2.600     0.000     1.000
C3H5O1-3OOH-2   				2   464.200     5.009     2.600     0.000     1.000
C3H6O1-2        				2   403.600     4.968     2.000     0.000     1.000
C3H6O1-3        				2   403.600     4.968     2.000     0.000     1.000
C3H6            				2   307.800     4.140     0.000     0.000     1.000
C3H5-A          				2   316.000     4.220     0.000     0.000     1.000
C3H5-S          				2   316.000     4.220     0.000     0.000     1.000
C3H5-T          				2   316.000     4.220     0.000     0.000     1.000
CC3H6           				2   307.800     4.140     0.000     0.000     1.000
C3H5O           				2   411.000     4.820     0.000     0.000     1.000
CH2CHOCH2       				2   411.000     4.820     0.000     0.000     1.000
CH3CHCHO        				2   387.860     4.687     0.000     0.000     0.000
AC4H7OOH        				2   330.435     5.741     0.000     0.000     1.000
C3H6OH1-2       				2   487.900     4.820     0.000     0.000     1.000
CH3CHCO         				2   443.200     4.120     0.000     0.000     1.000
AC3H5OOH        				2   481.500     4.997     1.700     0.000     1.000
C3H6OH2-1       				2   487.900     4.820     0.000     0.000     1.000
HOC3H6O2        				2   487.900     4.820     0.000     0.000     1.000
SC3H5OH         				2   304.276     5.450     0.000     0.000     1.000
IC3H5OH         				2   459.500     5.036     1.700     0.000     1.000
C3H5OH          				2   481.500     4.997     1.700     0.000     1.000
CH2CCH2OH       				2   481.500     4.997     1.700     0.000     1.000
C3H4-P          				1   324.800     4.290     0.000     0.000     1.000
C3H4-A          				1   324.800     4.290     0.000     0.000     1.000
C3H3            				1   324.800     4.290     0.000     0.000     1.000
CC3H4           				1   252.000     4.760     0.000     0.000     1.000
C3H2            				2   209.000     4.100     0.000     0.000     1.000
H2CCC(S)        				2   265.300     3.721     0.000     0.000     1.000
C3H2(S)         				2   209.000     4.100     0.000     0.000     1.000
C3H2C           				1   290.616     4.368     0.000     0.000     1.000
PC3H4OH-2       				2   300.783     5.377     0.000     0.000     1.000
SC3H4OH         				2   298.893     5.345     0.000     0.000     1.000
C3H3O           				2   301.263     5.055     0.000     0.000     1.000
C3H3O2H         				2   301.658     5.310     0.000     0.000     1.000
C2HCHO          				2   343.033     4.884     0.000     0.000     1.000
C2H5CHO         				2   435.200     4.662     2.700     0.000     1.000
C2H5CO          				2   424.600     4.820     0.000     0.000     1.000
CH2CH2CHO       				2   424.600     4.820     0.000     0.000     1.000
C2H3CHO         				2   428.800     4.958     2.900     0.000     1.000
C2H3CO          				2   443.200     4.120     0.000     0.000     1.000
CH3COCH3        				2   435.500     4.860     0.000     0.000     1.000
CH3COCH2        				2   435.500     4.860     0.000     0.000     1.000
CH3COCH2O2      				2   502.115     5.429     0.000     0.000     0.000
CH3COCH2O       				2   447.639     5.086     0.000     0.000     0.000
C3KET21         				2   464.200     5.009     2.600     0.000     1.000
C4H10           				2   350.900     5.206     0.000     0.000     1.000
PC4H9           				2   352.000     5.240     0.000     0.000     1.000
SC4H9           				2   352.000     5.240     0.000     0.000     1.000
PC4H9O          				2   496.000     5.200     0.000     0.000     1.000
SC4H9O          				2   496.000     5.200     0.000     0.000     1.000
PC4H9O2         				2   496.000     5.200     0.000     0.000     1.000
SC4H9O2         				2   496.000     5.200     0.000     0.000     1.000
PC4H9O2H        				2   496.000     5.200     0.000     0.000     1.000
SC4H9O2H        				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-2      				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-3      				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-4      				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-1      				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-3      				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-4      				2   496.000     5.200     0.000     0.000     1.000
C4H8O1-2        				2   496.000     5.200     0.000     0.000     1.000
C4H8O1-3        				2   496.000     5.200     0.000     0.000     1.000
C4H8O1-4        				2   496.000     5.200     0.000     0.000     1.000
C4H8O2-3        				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-2O2    				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-3O2    				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-4O2    				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-1O2    				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-3O2    				2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-4O2    				2   496.000     5.200     0.000     0.000     1.000
C4H71-2,4OOH    				2   496.000     5.200     0.000     0.000     1.000
C4H72-1,3OOH    				2   496.000     5.200     0.000     0.000     1.000
C4H72-1,4OOH    				2   496.000     5.200     0.000     0.000     1.000
C4H71-2,3OOH    				2   496.000     5.200     0.000     0.000     1.000
C4H7O1-3OOH-4   				2   476.000     5.778     2.600     0.000     1.000
C4H7O1-3OOH-2   				2   476.000     5.778     2.600     0.000     1.000
C4H7O1-2OOH-4   				2   476.000     5.778     2.600     0.000     1.000
C4H7O1-4OOH-2   				2   476.000     5.778     2.600     0.000     1.000
C4H7O1-2OOH-3   				2   476.000     5.778     2.600     0.000     1.000
C4H7O2-3OOH-1   				2   476.000     5.778     2.600     0.000     1.000
C4H72-1OOH      				2   496.000     5.200     0.000     0.000     1.000
NC4KET12        				2   476.000     5.778     2.600     0.000     1.000
NC4KET13        				2   476.000     5.778     2.600     0.000     1.000
NC4KET14        				2   476.000     5.778     2.600     0.000     1.000
NC4KET21        				2   476.000     5.778     2.600     0.000     1.000
NC4KET23        				2   476.000     5.778     2.600     0.000     1.000
NC4KET24        				2   476.000     5.778     2.600     0.000     1.000
C4H71-3OOH      				2   496.000     5.200     0.000     0.000     1.000
C4H71-3,4OOH    				2   496.000     5.200     0.000     0.000     1.000
C4H72-3,4OOH    				2   496.000     5.200     0.000     0.000     1.000
HO2CH2CHO       				2   275.049     5.428     0.000     0.000     1.000
IC4H10          				2   335.700     5.208     0.100     0.000     1.000
IC4H9           				2   352.000     5.240     0.000     0.000     1.000
TC4H9           				2   352.000     5.240     0.000     0.000     1.000
TC4H9O          				2   496.000     5.200     0.000     0.000     1.000
IC4H9O          				2   496.000     5.200     0.000     0.000     1.000
IC4H8O          				2   436.400     5.352     0.000     0.000     1.000
IC3H7CHO        				2   436.400     5.352     0.000     0.000     1.000
IC3H7CO         				2   436.400     5.352     0.000     0.000     1.000
IC3H6CHO        				2   436.400     5.352     0.000     0.000     1.000
TC3H6CHO        				2   436.400     5.352     0.000     0.000     1.000
IC3H5CHO        				2   436.400     5.352     0.000     0.000     1.000
TC3H6O2CHO      				2   436.400     5.352     0.000     0.000     1.000
IC3H5O2HCHO     				2   436.400     5.352     0.000     0.000     1.000
TC3H6O2HCO      				2   436.400     5.352     0.000     0.000     1.000
TC3H6OCHO       				2   436.400     5.352     0.000     0.000     1.000
IC3H6CO         				2   436.400     5.352     0.000     0.000     1.000
IC3H5CO         				2   436.400     5.352     0.000     0.000     1.000
IC3H4CHO-A      				2   436.400     5.352     0.000     0.000     1.000
SC4H7OH-I       				2   436.400     5.352     0.000     0.000     1.000
IC4H9O2         				2   502.252     5.430     0.000     0.000     0.000
TC4H9O2         				2   502.252     5.430     0.000     0.000     0.000
IC4H8O2H-I      				2   502.200     5.356     1.800     0.000     1.000
IC4H8O2H-T      				2   502.200     5.356     1.800     0.000     1.000
TC4H8O2H-I      				2   502.200     5.356     1.800     0.000     1.000
CC4H8O          				2   444.197     5.063     0.000     0.000     0.000
IC4H8OOH-IO2    				2   600.078     6.009     0.000     0.000     0.000
IC4H8OOH-TO2    				2   600.078     6.009     0.000     0.000     0.000
TC4H8OOH-IO2    				2   600.078     6.009     0.000     0.000     0.000
IC4KETII        				2   549.655     5.716     0.000     0.000     0.000
IC4KETIT        				2   549.655     5.716     0.000     0.000     0.000
TIC4H7Q2-I      				2   600.078     6.009     0.000     0.000     0.000
IIC4H7Q2-I      				2   600.078     6.009     0.000     0.000     0.000
IIC4H7Q2-T      				2   600.078     6.009     0.000     0.000     0.000
IC4H7OOH        				2   436.400     5.352     0.000     0.000     1.000
IC4H9O2H        				2   505.540     5.450     0.000     0.000     0.000
TC4H9O2H        				2   505.540     5.450     0.000     0.000     0.000
IC4H8           				2   344.500     5.089     0.500     0.000     1.000
IC4H7           				2   355.000     4.650     0.000     0.000     1.000
IC4H7-I1        				2   380.022     4.633     0.000     0.000     0.000
IC4H7O2         				2   436.400     5.352     0.000     0.000     1.000
IC4H6OOH-I      				2   436.400     5.352     0.000     0.000     1.000
CCYCCOOC-T1     				2   436.400     5.352     0.000     0.000     1.000
C2CYCOOC-I1     				2   436.400     5.352     0.000     0.000     1.000
IC4H7O          				2   496.000     5.200     0.000     0.000     1.000
CVCYCCOC        				2   436.400     5.352     0.000     0.000     1.000
CCYC2OCO        				2   436.400     5.352     0.000     0.000     1.000
CCYCCOOC-I2     				2   436.400     5.352     0.000     0.000     1.000
CHOIC3H6O       				2   436.400     5.352     0.000     0.000     1.000
IC3H5OOCH2      				2   436.400     5.352     0.000     0.000     1.000
CCYCCO-T1       				2   411.000     4.820     0.000     0.000     1.000
IC4H8OH-IT      				2   496.000     5.200     0.000     0.000     1.000
IC4H8OH-TI      				2   496.000     5.200     0.000     0.000     1.000
IC4H7OH         				2   502.200     5.356     1.800     0.000     1.000
IC4H8OH         				2   496.000     5.200     0.000     0.000     1.000
IC4H6OH         				2   502.200     5.356     1.800     0.000     1.000
TQJC4H8OH       				2   502.200     5.356     1.800     0.000     1.000
TQC4H8OI        				2   502.200     5.356     1.800     0.000     1.000
QC4H7OHP        				2   502.200     5.356     1.800     0.000     1.000
TQC4H7OHI       				2   502.200     5.356     1.800     0.000     1.000
CCY(CCO)COH     				2   436.400     5.352     0.000     0.000     1.000
C2CY(COC)OH     				2   436.400     5.352     0.000     0.000     1.000
IQJC4H8OH       				2   502.200     5.356     1.800     0.000     1.000
IC3H6OHCHO      				2   436.400     5.352     0.000     0.000     1.000
IQC4H8OT        				2   502.200     5.356     1.800     0.000     1.000
IQC4H7OHT       				2   502.200     5.356     1.800     0.000     1.000
CCY(CCOC)OH     				2   436.400     5.352     0.000     0.000     1.000
CH2COHCH2OOH    				2   464.200     5.009     2.600     0.000     1.000
TC3H6OH         				2   459.500     5.036     1.700     0.000     1.000
TQC4H7OHIO2     				2   523.200     5.664     1.700     0.000     1.000
TQC4H7OHTO2     				2   523.200     5.664     1.700     0.000     1.000
TQC4H7OHIQ-I    				2   523.200     5.664     1.700     0.000     1.000
TQC4H7OHIQ-P    				2   523.200     5.664     1.700     0.000     1.000
IC3H5COHQ       				2   476.000     5.778     2.600     0.000     1.000
CH2CQCOHQ       				2   496.000     5.200     0.000     0.000     1.000
IC3H5Q          				2   481.500     4.997     1.700     0.000     1.000
COHQCYC(COC)    				2   597.176     5.992     0.000     0.000     0.000
QCYC(CCOC)OH    				2   597.176     5.992     0.000     0.000     0.000
HOCOCQ(CH3)2    				2   597.176     5.992     0.000     0.000     0.000
IQC4H7OHTO2     				2   523.200     5.664     1.700     0.000     1.000
IQC4H8OTQ-I     				2   523.200     5.664     1.700     0.000     1.000
IQC4H7OHTQ-P    				2   523.200     5.664     1.700     0.000     1.000
CHOC(CH3)OHCH2Q 				2   597.176     5.992     0.000     0.000     0.000
CO(CH2OOH)2     				2   496.000     5.200     0.000     0.000     1.000
CH3COCHO        				2   301.658     5.310     0.000     0.000     1.000
IC3H5OCH2       				2   496.000     5.200     0.000     0.000     1.000
IC4H7OOCH3      				2   523.200     5.664     1.700     0.000     1.000
IC4H7OOIC4H7    				2   523.200     5.664     1.700     0.000     1.000
C4H8-1          				2   355.000     4.650     0.000     0.000     1.000
C4H8-2          				2   355.000     4.650     0.000     0.000     1.000
C4H71-1         				2   357.100     4.720     0.000     0.000     1.000
C4H71-2         				2   357.100     4.720     0.000     0.000     1.000
C4H71-3         				2   357.100     4.720     0.000     0.000     1.000
C4H71-4         				2   357.100     4.720     0.000     0.000     1.000
C4H72-2         				2   357.100     4.720     0.000     0.000     1.000
C4H71-O         				2   496.000     5.200     0.000     0.000     1.000
PC4H8OH-2       				2   496.000     5.200     0.000     0.000     1.000
SC4H8OH-1       				2   496.000     5.200     0.000     0.000     1.000
SC4H8OH-3       				2   496.000     5.200     0.000     0.000     1.000
C4H71-3OH       				2   436.400     5.352     0.000     0.000     1.000
C4H71-4OH       				2   436.400     5.352     0.000     0.000     1.000
C4H71-1OH       				2   436.400     5.352     0.000     0.000     1.000
C4H71-2OH       				2   436.400     5.352     0.000     0.000     1.000
C4H72-1OH       				2   436.400     5.352     0.000     0.000     1.000
C4H72-2OH       				2   436.400     5.352     0.000     0.000     1.000
SQC4H8OP        				2   502.200     5.356     1.800     0.000     1.000
PQC4H8OS        				2   502.200     5.356     1.800     0.000     1.000
PQC4H7OHS-3     				2   502.200     5.356     1.800     0.000     1.000
NC4KET12OH      				2   436.400     5.352     0.000     0.000     1.000
SQC4H7OHS-4     				2   502.200     5.356     1.800     0.000     1.000
SQC4H8OS        				2   502.200     5.356     1.800     0.000     1.000
NC4KET23OH      				2   436.400     5.352     0.000     0.000     1.000
SC4H8OH-3O2     				2   502.200     5.356     1.800     0.000     1.000
CCY(COCC)OH     				2   436.400     5.352     0.000     0.000     1.000
C4H7O2-1        				2   436.400     5.352     0.000     0.000     1.000
C4H6-1          				2   357.000     4.720     0.000     0.000     1.000
AC3H5OCH2       				2   523.200     5.664     1.700     0.000     1.000
IC4H6Q2-II      				2   597.176     5.992     0.000     0.000     0.000
C5H10-2         				2   396.800     5.458     0.000     0.000     1.000
CC5H10          				2   437.102     5.017     0.000     0.000     0.000
C6H10D24        				2   337.788     5.608     0.000     0.000     1.000
C5H91-3         				2   396.800     5.458     0.000     0.000     1.000
C5H92-4         				2   396.800     5.458     0.000     0.000     1.000
C5H92-5         				2   396.800     5.458     0.000     0.000     1.000
C5H91-4         				2   396.800     5.458     0.000     0.000     1.000
C5H91-5         				2   396.800     5.458     0.000     0.000     1.000
C5H9O2-4        				2   523.200     5.664     1.700     0.000     1.000
SC3H5OCH2-1     				2   496.000     5.200     0.000     0.000     1.000
C8H141-5,3-4    				2   464.800     5.290     0.000    10.320     0.000
C8H141-5,3      				2   464.800     5.290     0.000    10.320     0.000
C8H142-6        				2   464.800     5.290     0.000    10.320     0.000
C8H131-5,3-4,TA 				2   395.000     4.037     1.300     0.000     1.000
C8H131-5,3,TA   				2   395.000     4.037     1.300     0.000     1.000
C8H131-5,3,SA   				2   395.000     4.037     1.300     0.000     1.000
C8H131-5,3,PA   				2   395.000     4.037     1.300     0.000     1.000
C8H132-6,SA     				2   395.000     4.037     1.300     0.000     1.000
C8H132-6,PA     				2   395.000     4.037     1.300     0.000     1.000
C6H101-3,3      				2   337.788     5.608     0.000     0.000     1.000
C8H131-5,3-4,TAO				2   581.300     6.506     2.000     0.000     1.000
C8H131-5,3,TAO  				2   581.300     6.506     2.000     0.000     1.000
C8H131-5,3,SAO  				2   581.300     6.506     2.000     0.000     1.000
C8H131-5,3,PAO  				2   581.300     6.506     2.000     0.000     1.000
C8H132-6,SAO    				2   581.300     6.506     2.000     0.000     1.000
C8H132-6,PAO    				2   581.300     6.506     2.000     0.000     1.000
C7H111-5,3,6P   				2   450.000     5.500     0.000     0.000     1.000
C7H111-5,1P     				2   450.000     5.500     0.000     0.000     1.000
C4H64,2-1OH     				2   496.000     5.200     0.000     0.000     1.000
C4H63,1-1OH     				2   496.000     5.200     0.000     0.000     1.000
C4H63,1-3OH     				2   496.000     5.200     0.000     0.000     1.000
C4H63,1-2OH     				2   496.000     5.200     0.000     0.000     1.000
C4H5OH-13       				2   436.400     5.352     0.000     0.000     1.000
SQC4H7OHP-4     				2   502.200     5.356     1.800     0.000     1.000
CY(CCCO)COH     				2   436.400     5.352     0.000     0.000     1.000
NC4KET21OH      				2   436.400     5.352     0.000     0.000     1.000
C2H5CHOHCO      				2   436.400     5.352     0.000     0.000     1.000
CH3COCOHCH3     				2   436.400     5.352     0.000     0.000     1.000
C2H4COCH2OH     				2   436.400     5.352     0.000     0.000     1.000
CH3COHCO        				2   301.658     5.310     0.000     0.000     1.000
CH2COHCHO       				2   301.658     5.310     0.000     0.000     1.000
SQC4H7OHP-4O2   				2   523.200     5.664     1.700     0.000     1.000
PQC4H7OHS-3O2   				2   523.200     5.664     1.700     0.000     1.000
SQC4H7OHS-4O2   				2   523.200     5.664     1.700     0.000     1.000
C4H7O2-1,3OOH   				2   523.200     5.664     1.700     0.000     1.000
NC4KET13OH-2    				2   597.176     5.992     0.000     0.000     0.000
NC4KET24OH-1    				2   597.176     5.992     0.000     0.000     0.000
NC4KET24OH-3    				2   597.176     5.992     0.000     0.000     0.000
C4H6OHOOH1-4-3  				2   476.000     5.778     2.600     0.000     1.000
C4H6OHOOH2-2-1  				2   476.000     5.778     2.600     0.000     1.000
C4H6OHOOH1-3-4  				2   476.000     5.778     2.600     0.000     1.000
C4H6OHOOH1-2-3  				2   476.000     5.778     2.600     0.000     1.000
HOCH2CHO        				2   395.000     4.037     1.300     0.000     1.000
C4H71-4OOH      				2   496.000     5.200     0.000     0.000     1.000
C4H71-4O2       				2   436.400     5.352     0.000     0.000     1.000
C4H61-3OOH4     				2   436.400     5.352     0.000     0.000     1.000
C4H6O1-3OOH4    				2   436.400     5.352     0.000     0.000     1.000
C4H6O2-1OOH4    				2   436.400     5.352     0.000     0.000     1.000
HOCH2COCH2      				2   447.639     5.086     0.000     0.000     0.000
HOCH2CO         				2   436.000     3.970     0.000     0.000     2.000
HOCHCHO         				2   436.000     3.970     0.000     0.000     2.000
PC3H4OH-3       				2   411.000     4.820     0.000     0.000     1.000
PC3H4OH-1       				2   411.000     4.820     0.000     0.000     1.000
CH3COCHOH       				2   447.639     5.086     0.000     0.000     0.000
SC2H2OH         				2   436.000     3.970     0.000     0.000     2.000
PC4H8OH-1       				2   496.000     5.200     0.000     0.000     1.000
PC4H8OH-3       				2   496.000     5.200     0.000     0.000     1.000
C4H7O1-4        				2   476.000     5.778     2.600     0.000     1.000
PC4H8OH-4       				2   496.000     5.200     0.000     0.000     1.000
SC4H8OH-2       				2   496.000     5.200     0.000     0.000     1.000
CH2COHCO        				2   435.200     4.662     2.700     0.000     1.000
C4H72-2O2       				2   436.400     5.352     0.000     0.000     1.000
C4H71-1O2       				2   436.400     5.352     0.000     0.000     1.000
C4H71-2O2       				2   436.400     5.352     0.000     0.000     1.000
C3H6OH1-1       				2   481.500     4.997     1.700     0.000     1.000
PC4H8OH-2O2     				2   502.200     5.356     1.800     0.000     1.000
SC4H8OH-1O2     				2   502.200     5.356     1.800     0.000     1.000
C4H71-3OOCH3    				2   523.200     5.664     1.700     0.000     1.000
C4H72-1OOCH3    				2   523.200     5.664     1.700     0.000     1.000
C4H6            				2   357.000     4.720     0.000     0.000     1.000
C4H612          				2   357.000     5.180     0.000     0.000     1.000
C4H6-2          				2   357.000     5.180     0.000     0.000     1.000
C4H5-I          				2   357.000     5.180     0.000     0.000     1.000
C4H5-N          				2   357.000     5.180     0.000     0.000     1.000
C4H5-2          				2   357.000     5.180     0.000     0.000     1.000
C4H4            				2   357.000     5.180     0.000     0.000     1.000
C4H3-I          				2   357.000     5.180     0.000     0.000     1.000
C4H3-N          				2   357.000     5.180     0.000     0.000     1.000
C4H2            				1   357.000     4.720     0.000     0.000     1.000
C4H6O25         				1   357.000     5.180     0.000     0.000     1.000
C2H3CHOCH2      				1   357.000     5.180     0.000     0.000     1.000
C4H4O           				1   357.000     5.180     0.000     0.000     1.000
C4H6O23         				1   357.000     5.180     0.000     0.000     1.000
CH2CHCHCHO      				1   357.000     5.180     0.000     0.000     1.000
H2C4O           				2   357.000     5.180     0.000     0.000     1.000
NC3H7CHO        				2   464.200     5.009     2.600     0.000     1.000
NC3H7CO         				2   464.200     5.009     2.600     0.000     1.000
C3H6CHO-1       				2   464.200     5.009     2.600     0.000     1.000
C3H6CHO-2       				2   464.200     5.009     2.600     0.000     1.000
C3H6CHO-3       				2   464.200     5.009     2.600     0.000     1.000
SC3H5CHO        				2   464.200     5.009     2.600     0.000     1.000
SC3H5CO         				2   464.200     5.009     2.600     0.000     1.000
C2H5COCH3       				2   454.000     5.413     3.300     0.000     1.000
C2H5COCH2       				2   454.000     5.413     3.300     0.000     1.000
CH2CH2COCH3     				2   440.584     5.040     0.000     0.000     0.000
CH3CHCOCH3      				2   440.584     5.040     0.000     0.000     0.000
C2H3COCH3       				2   454.000     5.413     3.300     0.000     1.000
CH3CHOOCOCH3    				2   546.562     5.698     0.000     0.000     0.000
CH2CHOOHCOCH3   				2   546.562     5.698     0.000     0.000     0.000
C2H5CHCO        				2   436.950     5.016     0.000     0.000     0.000
C5H10-1         				2   386.200     5.489     0.400     0.000     1.000
C5H81-3         				2   408.000     5.200     0.000     0.000     1.000
C5H9O1-3        				2   523.200     5.664     1.700     0.000     1.000
BC5H10          				2   391.400     5.550     0.000     0.000     1.000
CC5H9-A         				2   396.800     5.458     0.000     0.000     1.000
CC5H9-B         				2   396.800     5.458     0.000     0.000     1.000
AC5H9O-C        				2   396.800     5.458     0.000     0.000     1.000
CC5H9O-B        				2   396.800     5.458     0.000     0.000     1.000
AC5H10          				2   386.600     5.532     0.500     0.000     1.000
AC5H9-A2        				2   396.800     5.458     0.000     0.000     1.000
AC5H9-C         				2   396.800     5.458     0.000     0.000     1.000
