
!****************************************************************************************************************************************************
!Transport Data                                                                                                                                     *
!Title:   Experimental and kinetic modeling study of pyrolysis and oxidation of n-Decane                                                            *
!Authors: Meirong Zeng, Wenhao Yuan, Yizun Wang, Weixing Zhou, Lidong Zhang, Fei Qi, Yuyang Li*                                                     *
!Address: National Synchrotron Radiation Laboratory, University of Science and Technology of China, Hefei, Anhui 230029, P. R. China                *
!         State Key Laboratory of Fire Science, University of Science and Technology of China, Hefei, Anhui 230026, P. R. China                     *
!         School of Energy Science and Technology, Harbin Institute of Technology, Harbin, Heilongjiang 150001, P. R. China                         *
!Corresponding author: State Key Laboratory of Fire Science, University of Science and Technology of China, Hefei, Anhui 230026, P. R. China        * 
!Email:   yuygli@ustc.edu.cn                                                                                                                        *                   
!****************************************************************************************************************************************************
   
NC10H22            2   704.917     6.675     0.000     0.000     1.000  
PXC10H21           2   704.917     6.675     0.000     0.000     1.000  
SXC10H21           2   704.917     6.675     0.000     0.000     1.000  
S2XC10H21          2   704.917     6.675     0.000     0.000     1.000  
S3XC10H21          2   704.917     6.675     0.000     0.000     1.000  
S4XC10H21          2   704.917     6.675     0.000     0.000     1.000  
C10H20             2   698.122     6.578     0.000     0.000     1.000  
PXC10H19           2   698.122     6.578     0.000     0.000     1.000  
SAXC10H19          2   698.122     6.578     0.000     0.000     1.000  
C10H10             2   630.4       6.18      0.00     16.50      1.000 
C10H9              2   630.4       6.18      0.00     16.50      1.000 
C10H2              2   630.4       6.18      0.00     16.50      1.000  
C10H               2   630.4       6.18      0.00     16.50      1.000 
 
NC9H20             2   660.032     6.467     0.000     0.000     1.000  
PXC9H19            2   660.032     6.467     0.000     0.000     1.000  
SXC9H19            2   660.032     6.467     0.000     0.000     1.000  
S2XC9H19           2   660.032     6.467     0.000     0.000     1.000  
S3XC9H19           2   660.032     6.467     0.000     0.000     1.000  
S4XC9H19           2   660.032     6.467     0.000     0.000     1.000  
C9H18              2   655.390     6.331     0.000     0.000     1.000  
PXC9H17            2   655.390     6.331     0.000     0.000     1.000  
S3XC9H17           2   655.390     6.331     0.000     0.000     1.000  
SAXC9H17           2   655.390     6.331     0.000     0.000     1.000  

NC8H18             2   613.127     6.250     0.000     0.000     1.000  
PXC8H17            2   613.127     6.250     0.000     0.000     1.000  
