n2              1    97.530     3.621     0.000     1.760     4.000
o2              1   107.400     3.458     0.000     1.600     3.800
o               0    80.000     2.750     0.000     0.000     0.000
oh              1    80.000     2.750     0.000     0.000     0.000
h2              1    38.000     2.920     0.000     0.790   280.000
ar              0   136.500     3.330     0.000     0.000     0.000
he              0    10.200     2.576     0.000     0.000     0.000
h               0   145.000     2.050     0.000     0.000     0.000
h2o             2   572.400     2.605     1.844     0.000     4.000
ho2             2   107.400     3.458     0.000     0.000     1.000
h2o2            2   107.400     3.458     0.000     0.000     3.800
co              1    98.100     3.650     0.000     1.950     1.800
co2             1   244.000     3.763     0.000     2.650     2.100
hco             2   498.000     3.590     0.000     0.000     0.000
txch2           1   144.000     3.800     0.000     0.000     0.000
ch3             1   144.000     3.800     0.000     0.000     0.000
ch4             2   141.400     3.746     0.000     2.600    13.000
ch2o            2   498.000     3.590     0.000     0.000     2.000
sxch2           1   144.000     3.800     0.000     0.000     0.000
ch3oh           2   481.800     3.626     0.000     0.000     1.000
ch2oh           2   417.000     3.690     1.700     0.000     2.000
ch3o            2   417.000     3.690     1.700     0.000     2.000
ocho            2   498.000     3.590     0.000     0.000     2.000
hocho           2   436.000     3.970     0.000     0.000     2.000
hcco            2   150.000     2.500     0.000     0.000     1.000
ch2co           2   436.000     3.970     0.000     0.000     2.000
ch3o2           2   481.800     3.626     0.000     0.000     1.000
ch3o2h          2   481.800     3.626     0.000     0.000     1.000
c2h2            1   209.000     4.100     0.000     0.000     2.500
c2h3            2   209.000     4.100     0.000     0.000     1.000
c2h4            2   280.800     3.971     0.000     0.000     1.500
c2h5            2   252.300     4.302     0.000     0.000     1.500
c2h6            2   252.300     4.302     0.000     0.000     1.500
ch3co           2   436.000     3.970     0.000     0.000     2.000
ch2cho          2   436.000     3.970     0.000     0.000     2.000
ch3cho          2   436.000     3.970     0.000     0.000     2.000
ch3och2         2   395.000     4.037     0.000     0.000     0.000
ch3och2o2       2   395.000     4.037     0.000     0.000     0.000
ch3ocho         2   395.000     4.037     0.000     0.000     0.000
ch2och2o2h      2   395.000     4.037     0.000     0.000     0.000
axc3h4          2   252.000     4.760     0.000     0.000     1.000
axc3h5          2   266.800     4.982     0.000     0.000     1.000
c3h5o           2   411.000     4.820     0.000     0.000     1.000
c3h6            2   266.800     4.982     0.000     0.000     1.000
nxc3h7          2   266.800     4.982     0.000     0.000     1.000
ch3och2och3     2   458.292     5.154     0.000     0.000     0.000
ch3och2och2     2   454.761     5.132     0.000     0.000     0.000
ch3ochoch3      2   454.761     5.132     0.000     0.000     0.000
ch3och2och2oo   2   558.732     5.769     0.000     0.000     0.000
ch3ochoch2ooh   2   558.732     5.769     0.000     0.000     0.000
ch3ocoohoch2ooh 2   650.224     6.289     0.000     0.000     0.000
ch3ocoohhocho   2   602.849     6.024     0.000     0.000     0.000
ch3ocohocho     2   552.607     5.733     0.000     0.000     0.000
c3h6o3cy13      2   505.403     5.449     0.000     0.000     0.000
pode2           2   555.803     5.752     0.000     0.000     0.000
pode2rx1        2   552.735     5.734     0.000     0.000     0.000
pode2rx3        2   552.735     5.734     0.000     0.000     0.000
pode2roox1      2   644.856     6.260     0.000     0.000     0.000
pode2qoohx3x1   2   644.856     6.260     0.000     0.000     0.000
pode2x1oohx3oo  2   728.283     6.708     0.000     0.000     0.000
pode2xket1x3    2   684.858     6.478     0.000     0.000     0.000
ch3och2ocho     2   505.403     5.449     0.000     0.000     0.000
pode3           2   642.217     6.245     0.000     0.000     0.000
pode3rx3        2   639.455     6.230     0.000     0.000     0.000
pode3rx1        2   639.455     6.230     0.000     0.000     0.000
pode3roox1      2   723.340     6.682     0.000     0.000     0.000
pode3qoohx3x1   2   723.340     6.682     0.000     0.000     0.000
pode3x1oohx3oo  2   800.697     7.080     0.000     0.000     0.000
pode3xket1x3    2   760.291     6.874     0.000     0.000     0.000
ch3och2och2ocho 2   597.176     5.992     0.000     0.000     0.000
pode4           2   720.912     6.670     0.000     0.000     0.000
pode4rx3        2   718.373     6.656     0.000     0.000     0.000
pode4rx1        2   718.373     6.656     0.000     0.000     0.000
pode4roox1      2   796.084     7.057     0.000     0.000     0.000
pode4qoohx3x1   2   796.084     7.057     0.000     0.000     0.000
pode4x1oohx3oo  2   868.648     7.416     0.000     0.000     0.000
pode4xket1x3    2   830.652     7.230     0.000     0.000     0.000
c4h9o4cho       2   679.689     6.450     0.000     0.000     0.000
pode5           2   789.370     6.998     0.000     0.000     0.000
pode5rx3        2   786.920     6.985     0.000     0.000     0.000
pode5rx1        2   786.920     6.985     0.000     0.000     0.000
pode5roox1      2   861.660     7.369     0.000     0.000     0.000
pode5qoohx3x1   2   861.660     7.369     0.000     0.000     0.000
pode5x1oohx3oo  2   931.255     7.707     0.000     0.000     0.000
pode5xket1x3    2   894.810     7.533     0.000     0.000     0.000
c5h11o5cho      2   745.928     6.823     0.000     0.000     0.000
pode6           2   848.576     7.242     0.000     0.000     0.000
pode6rx3        2   846.096     7.228     0.000     0.000     0.000
pode6rx1        2   846.096     7.228     0.000     0.000     0.000
pode6roox1      2   920.644     7.623     0.000     0.000     0.000
pode6qoohx3x1   2   920.644     7.623     0.000     0.000     0.000
pode6x1oohx3oo  2   988.862     7.957     0.000     0.000     0.000
pode6xket1x3    2   953.222     7.787     0.000     0.000     0.000
c6h13o6cho      2   798.680     7.111     0.000     0.000     0.000
