NCN                1   422.220     5.329     2.000     0.000     1.000 ! CJP
HNCN               1   422.220     5.329     2.000     0.000     1.000 ! NCN
NCNO               2   232.400     3.828     0.000     0.000     1.000 ! OIS
NCNOH              2   232.400     3.828     0.000     0.000     1.000 ! est as NCNO
HNCNH              1   422.220     5.329     2.000     0.000     1.000 ! NCN
NCCN               1   349.000     4.361     0.000     0.000     1.000  !(OIS)
CH3NO              2   436.000     3.970     0.000     0.000     2.000 ! = CH3CO
CH2NO              2   232.400     3.828     0.000     0.000     1.000 !=HCNO
C2H5NO             1   252.000      4.760           0.000   0.000     1.000 !CH3CH2CHO         							                        
CH3CHNO            1   252.000      4.760           0.000   0.000     1.000	!CH3CH2CHO         				                                        
C2H3NO             2   357.000      5.176           0.000   0.000     1.000	!C2H3CHO           	                                                                
CH2CHNO             2   357.000      5.176           0.000   0.000     1.000	!C2H3CHO   !
CHCHNO             1   357.000      5.180           0.000   0.000     1.000	!CH2CHCO          					                                
CH3NO2             2   232.400     3.828     0.000     0.000     1.000  !refered to NCNO
CH2NO2             2   232.400     3.828     0.000     0.000     1.000  !refered to NCNO
C2H5NO2            2   503.0722    5.340     1.67      8.88	 1	! refered to C4H9OH   
CH2CH2NO2          2   503.0722    5.340     1.67      8.88	 1	! refered to C4H9OH     
CH3CHNO2           2   503.0722    5.340     1.67      8.88	 1	! refered to C4H9OH          !
CH3ONO             2   232.400     3.828     0.000     0.000     1.000  !refered to NCNO
CH3ONO2            2   459.5        5.036        1.7     0.0       1.0   !wjp
CH3CH2ONO          2   503.0722524  5.339941638	 1.67	8.88	  1	! refered to C4H9OH    
CH3CH2ONO2         2   496.000      5.200           0.000   0.000     1.000 ! wjp sc4h9o2h                                                      
CH3NH2             2   481.800     3.626     0.000     0.000     1.000 ! = CH3OH
CH2NH2             2   481.800     3.626     0.000     0.000     1.000 ! = CH3OH
CH3NH              2   481.800     3.626     0.000     0.000     1.000 ! = CH3OH
CH2NH              2   417.000     3.690     1.700     0.000     2.000 ! = CH2OH
HCNH               1   569.000     3.630     0.000     0.000     1.000 ! = H2CN
CH3CH2NH2          2   436.000     3.970     0.000     0.000     2.000 ! = CH3CHO
CH2CH2NH2          2   436.000     3.970     0.000     0.000     2.000 ! = CH3CHO
CH3CHNH2           2   436.000     3.970     0.000     0.000     2.000 ! = CH3CHO
CH3CH2NH           2   436.000     3.970     0.000     0.000     2.000 ! = CH3CHO
CH2CHNH2           2   303.400     4.810     0.000     0.000     1.000 ! = c3h7
CH3CHNH            2   303.400     4.810     0.000     0.000     1.000 ! = c3h7
CH2CHNH            2   307.800     4.140     0.000     0.000     1.000 ! = c3h6
CH2CNH2            2   307.800     4.140     0.000     0.000     1.000 ! = c3h6
CH3CNH             2   307.800     4.140     0.000     0.000     1.000 ! = c3h6
CH3CHN             2   307.800     4.140     0.000     0.000     1.000 ! = c3h6
CHCHNH2            2   307.800     4.140     0.000     0.000     1.000 ! = c3h6
CH3CN              2   422.220     5.329     3.500     0.000     1.000 ! CJP
CHCNH2             2   260.000     4.850     0.000     0.000     1.000 ! = c3h5
CH2CNH             2   260.000     4.850     0.000     0.000     1.000 ! = c3h5
CH2CHN             2   260.000     4.850     0.000     0.000     1.000 ! = c3h5
CH2CHN(S)          2   260.000     4.850     0.000     0.000     1.000 ! = c3h5
c-C2H3N            2   260.000     4.850     0.000     0.000     1.000 ! = c3h5
CH2CN              2   422.220     5.329     3.500     0.000     1.000 ! CJP
CHCNH              1   252.000     4.760     0.000     0.000     1.000 ! = c3h4
H2NCHO             2   307.800     4.140     0.000     0.000     1.000 ! = c3h6 
H2NCO              2   307.800     4.140     0.000     0.000     1.000 ! = c3h6
CH3NHCH3           2   436.000     3.970     0.000     0.000     2.000 ! = CH3CHO
CH3NHCH2           2   436.000     3.970     0.000     0.000     2.000 ! = CH3CHO
CH3NCH3            2   436.000     3.970     0.000     0.000     2.000 ! = CH3CHO
CH3NCH2            2   303.400     4.810     0.000     0.000     1.000 ! = c3h7
CH2NCH2            2   307.800     4.140     0.000     0.000     1.000 ! = c3h6
CH3NCH             2   307.800     4.140     0.000     0.000     1.000 ! = c3h6

