MD5D                  2   636.200    6.807    1.700   21.690    1.000
MD5DJ                 2   636.200    6.807    1.700   21.690    1.000
MD5DJO2               2   636.200    6.807    1.700   21.690    1.000
MD5DOOHJ              2   636.200    6.807    1.700   21.690    1.000
O2MD5DOOH             2   636.200    6.807    1.700   21.690    1.000
MD5Dket               2   636.200    6.807    1.700   21.690    1.000
C6H11CHO              2   581.300    6.506    2.000    0.000    1.000
MD                    2   636.200    6.807    1.700   21.690    1.000
MDJ                   2   636.200    6.807    1.700   21.690    1.000
MDJO2                 2   636.200    6.807    1.700   21.690    1.000
MDOOHJ                2   636.200    6.807    1.700   21.690    1.000
O2MDOOH               2   636.200    6.807    1.700   21.690    1.000
MDket                 2   636.200    6.807    1.700   21.690    1.000
C6H13CHO              2   581.300    6.506    2.000    0.000    1.000
C2H3CO                2   443.200    4.120    0.000    0.000    1.000 
CH3OCO                2   395.000    4.037    1.300    0.000    1.000
MP2DMJ                2   429.900    5.137    1.706    6.940    1.000
MP3J                  2   452.200    5.480    1.703    8.970    1.000
MP2D                  2   429.900    5.137    1.706    6.940    1.000
C10H22                2   704.917    6.675    0.000    0.000    1.000
C10H21                2   704.920    6.690    0.000   19.100    1.000
C10H20                2   698.200    6.590    0.000   18.820    1.000
C10H20OOH             2   704.920    6.690    0.000   19.100    1.000
OOC10H20OOH           2   704.920    6.690    0.000   19.100    1.000 
C10ket                2   704.920    6.690    0.000   19.100    1.000
C10H21OO              2   704.920    6.690    0.000   19.100    1.000
O2                    1   107.400    3.458    0.000    1.600    3.800
N2                    1    97.530    3.621    0.000    1.760    4.000
CO2                   1   244.000    3.763    0.000    2.650    2.100
H2O                   2   572.400    2.605    1.844    0.000    4.000
CO                    1    98.100    3.650    0.000    1.950    1.800
H2                    1    38.000    2.920    0.000    0.790  280.000
OH                    1    80.000    2.750    0.000    0.000    0.000
H2O2                  2   107.400    3.458    0.000    0.000    3.800
HO2                   2   107.400    3.458    0.000    0.000    1.000
H                     0   145.000    2.050    0.000    0.000    0.000
O                     0    80.000    2.750    0.000    0.000    0.000
CH4                   2   141.400    3.746    0.000    2.600   13.000
CH3O                  2   417.000    3.690    1.700    0.000    2.000
CH2O                  2   498.000    3.590    0.000    0.000    2.000
HCO                   2   498.000    3.590    0.000    0.000    0.000
CH3                   1   144.000    3.800    0.000    0.000    0.000
C2H3                  2   265.300    3.721    0.000    0.000    1.000
C2H4                  2   238.400    3.496    0.000    0.000    1.500
C2H5                  2   247.500    4.350    0.000    0.000    1.500
C3H4                  1   324.800    4.290    0.000    0.000    1.000
C3H5                  2   316.000    4.220    0.000    0.000    1.000
C3H6                  2   307.800    4.140    0.000    0.000    1.000
C3H7                  2   303.400    4.810    0.000    0.000    1.000
N                     0   71.4000    3.298    0.000    0.000    0.000
N2O                   1   232.400    3.828    0.000    0.000    1.000
NO                    1    97.530    3.621    0.000    1.760    4.000
NO2                   2   200.000    3.500    0.000    0.000    1.000  
C2H2                  1   265.300    3.721    0.000    0.000    2.500
CH2OH                 2   417.000    3.690    1.700    0.000    2.000
CH3OH                 2   481.800    3.626    0.000    0.000    1.000
CH2CO                 2   436.000    3.970    0.000    0.000    2.000
HCCO                  2   150.000    2.500    0.000    0.000    1.000
HE                    0    10.200    2.576    0.000    0.000    0.000 
C5H11CO               2   498.600    6.009    2.000    0.000    1.000 
