TRANSPORT ALL
!Combustion chemistry of ammonia/hydrogen mixtures: Jet-stirred reactor measurements and comprehensive kinetic modeling[dat][dat]
!Xiaoyuan Zhang, Shamjad P. Moosakutty, Rajitha P. Rajan, Mourad Younes, S. Mani Sarathy[dat][dat]
!Contanct: xiaoyuan.zhang@kaust.edu.sa[dat][dat]
!Transport Data[dat][dat]
!################################ From USC Mech II#####################[dat][dat]
AR 0 136.5 3.33 0.0 0.0 0.0
N2 1 97.53 3.621 0.0 1.76 4.0
H 0 145.0 2.05 0.0 0.0 0.0
H2 1 38.0 2.92 0.0 0.79 280.0
HE 0 10.2 2.576 0.0 0.0 0.0
O 0 80.0 2.75 0.0 0.0 0.0
OH 1 80.0 2.75 0.0 0.0 0.0
H2O 2 572.4 2.605 1.844 0.0 4.0
HO2 2 107.4 3.458 0.0 0.0 1.0
H2O2 2 107.4 3.458 0.0 0.0 3.8
O2 1 107.4 3.458 0.0 1.6 3.8
! = OH[dat][dat]
OH* 1 80.0 2.75 0.0 0.0 0.0
!!NH3 combustion[dat][dat]
N 0 71.4 3.298 0.0 0.0 0.0
! Lamoureux et al. 2016[dat][dat]
NH 1 80.0 2.65 0.0 0.0 4.0
! Lamoureux et al. 2016[dat][dat]
NH2 2 80.0 2.65 0.0 2.26 4.0
! Lamoureux et al. 2016[dat][dat]
NH3 2 481.0 2.92 1.47 0.0 10.0
! Lamoureux et al. 2016[dat][dat]
NNH 2 71.4 3.798 0.0 0.0 1.0
! Lamoureux et al. 2016[dat][dat]
N2H2 2 71.4 3.798 0.0 0.0 1.0
! Coppens et al. 2007[dat][dat]
N2H3 2 200.0 3.9 0.0 0.0 1.0
! Coppens et al. 2007[dat][dat]
N2H4 2 205.0 4.23 0.0 4.26 1.5
! = N2H2[dat][dat]
H2NN 2 71.4 3.798 0.0 0.0 1.0
! Lamoureux et al. 2016[dat][dat]
NO 1 97.53 3.621 0.0 1.76 4.0
! Lamoureux et al. 2016[dat][dat]
N2O 1 232.4 3.828 0.0 0.0 1.0
! Lamoureux et al. 2016[dat][dat]
NO2 2 200.0 3.5 0.0 0.0 1.0
! Lamoureux et al. 2016[dat][dat]
HNO 2 116.7 3.492 0.0 0.0 1.0
! Lamoureux et al. 2016[dat][dat]
HON 2 116.7 3.492 0.0 0.0 1.0
! Lamoureux et al. 2016[dat][dat]
HONO 2 232.4 3.828 0.0 0.0 1.0
! Lamoureux et al. 2016[dat][dat]
H2NO 2 116.7 3.492 0.0 0.0 1.0
! Lamoureux et al. 2016[dat][dat]
HNOH 2 116.7 3.492 0.0 0.0 1.0
! Coppens et al. 2007[dat][dat]
NH2OH 2 116.7 3.492 0.0 0.0 1.0
! = HONO[dat][dat]
HNO2 2 232.4 3.828 0.0 0.0 1.0
! = HONO2[dat][dat]
HONO2 2 232.4 3.828 0.0 0.0 1.0
! Coppens et al. 2007[dat][dat]
NO3 2 378.4 4.175 0.0 0.0 1.0
! Coppens et al. 2007[dat][dat]
HNO3 2 378.4 4.175 0.0 0.0 1.0
CO 1 98.1 3.65 0.0 1.95 1.8
CO2 1 244.0 3.763 0.0 2.65 2.1
CH4 2 141.4 3.746 0.0 2.6 13.0
C2H6 2 252.3 4.302 0.0 0.0 1.5
OHV 1 80.0 2.75 0.0 0.0 0.0
HOCO 2 498.0 3.59 0.0 0.0 2.0
CH3 1 144.0 3.8 0.0 0.0 0.0
CH2 1 144.0 3.8 0.0 0.0 0.0
CH2(S) 1 144.0 3.8 0.0 0.0 0.0
C 0 71.4 3.298 0.0 0.0 0.0
CH 1 80.0 2.75 0.0 0.0 0.0
CHV 1 80.0 2.75 0.0 0.0 0.0
CH3O2H 2 481.8 3.626 0.0 0.0 1.0
CH3O2 2 481.8 3.626 0.0 0.0 1.0
CH2O2H 2 238.4 3.496 0.0 0.0 1.5
CH3OH 2 481.8 3.626 0.0 0.0 1.0
CH3O 2 417.0 3.69 1.7 0.0 2.0
CH2OH 2 417.0 3.69 1.7 0.0 2.0
CH2O 2 498.0 3.59 0.0 0.0 2.0
HCO 2 498.0 3.59 0.0 0.0 0.0
HCOH 2 498.0 3.59 0.0 0.0 1.0
HO2CHO 2 436.0 3.97 0.0 0.0 2.0
HOCH2O2H 2 481.8 3.626 1.7 0.0 1.0
HOCH2O2 2 481.8 3.626 1.7 0.0 1.0
OCH2O2H 2 481.8 3.626 1.7 0.0 1.0
HOCH2O 2 470.6 4.41 0.0 0.0 1.5
O2CHO 2 436.0 3.97 0.0 0.0 2.0
HOCHO 2 436.0 3.97 0.0 0.0 2.0
OCHO 2 498.0 3.59 0.0 0.0 2.0
C2H5 2 247.5 4.35 0.0 0.0 1.5
C2H5O2H 2 470.6 4.41 0.0 0.0 1.5
C2H5O2 2 470.6 4.41 0.0 0.0 1.5
C2H4 2 238.4 3.496 0.0 0.0 1.5
C2H3 2 265.3 3.721 0.0 0.0 1.0
CHOCHO 1 440.2 4.01 0.0 0.0 2.0
C2H3OOH 2 436.0 3.97 0.0 0.0 2.0
C2H3OO 2 436.0 3.97 0.0 0.0 2.0
CHCHO 2 436.0 3.97 0.0 0.0 2.0
C2H2 1 265.3 3.721 0.0 0.0 2.5
C2H 1 265.3 3.721 0.0 0.0 2.5
H2CC 2 209.0 4.1 0.0 0.0 2.5
C2H5OH 2 470.6 4.41 0.0 0.0 1.5
